value
Ser. No.: 0372EK3-Z - Date: 2024-02-19 08:00:32.98 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 08:13:57.474 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 08:14:42.512 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 08:30:10.747 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 08:30:16.848 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 08:33:01.083 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 08:33:20.2 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 08:33:58.663 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 08:35:01.286 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 08:35:06.686 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 08:37:13.534 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 08:37:14.3 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 08:38:17.063 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 08:41:27.124 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 08:41:56.002 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 08:50:15.663 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 08:53:31.223 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 08:55:06.951 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 08:55:49.352 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 08:57:18.601 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 08:57:24.352 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 09:00:18.096 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 09:03:42.385 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 09:04:33.719 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 09:06:47.997 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 09:17:33.886 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 09:18:56.827 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 09:23:11.705 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 09:23:31.777 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 09:35:29.837 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 09:37:36.715 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 09:38:06.123 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 09:41:59.076 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 09:47:00.204 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 09:49:25.227 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 09:52:18.058 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 09:52:23.705 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 09:56:02.043 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 09:58:10.181 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 10:00:33.649 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 10:00:34.561 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 10:01:27.433 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 10:06:31.641 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 10:09:02.119 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 10:12:48.149 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 10:15:30.041 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 10:20:26.906 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 10:20:57.445 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 10:23:12.418 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 10:24:56.122 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 10:25:39.743 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 10:32:09.38 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 10:32:20.683 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 10:33:00.707 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 10:33:46.537 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 10:34:31.713 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 10:36:47.416 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 10:39:25.743 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 10:43:41.652 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 10:47:02.912 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 10:49:19.876 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 10:53:24.672 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 10:56:02.024 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 10:56:37.266 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 10:56:45.106 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 11:04:41.403 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 11:09:09.041 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 11:11:55.508 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 11:13:17.113 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 11:14:48.829 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 11:22:04.396 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 11:25:25.856 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 11:26:04.496 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 11:28:50.326 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 11:30:52.54 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 11:30:59.523 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 11:32:50.417 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 11:37:24.996 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 11:42:37.155 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 11:44:09.532 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 11:48:28.73 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 11:49:09.082 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 11:55:58.713 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 12:02:39.849 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 12:03:07.603 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 12:05:20.927 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 13:04:07.101 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 13:09:47.613 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 13:12:25.265 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 13:16:04.78 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 13:17:46.272 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 13:18:38.533 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 13:18:41.381 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 13:22:02.076 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 13:24:41.535 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 13:26:21.377 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 13:28:14.678 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 13:29:10.466 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 13:33:11.782 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 13:37:53.705 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 13:39:39.873 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 13:40:10.102 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 13:40:28.422 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 13:40:58.468 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 13:43:32.528 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 13:44:30.411 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 13:44:52.142 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 13:47:24.717 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 13:49:45.797 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 13:50:03.885 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 13:50:36.597 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 13:54:03.955 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 13:55:38.125 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 14:01:21.514 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 14:04:56.198 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:06:10.395 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 14:11:21.51 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 14:11:42.965 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 14:12:07.162 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 14:12:54.55 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 14:15:42.626 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 14:16:24.292 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:16:53.02 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:17:54.732 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:18:55.736 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 14:21:41.834 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:22:24.324 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 14:22:29.536 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 14:23:42.298 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 14:25:44.997 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 14:26:10.792 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:26:20.266 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 14:30:07.04 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 14:30:18.318 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 14:31:36.6 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:35:17.305 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:37:45.849 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 14:39:00.103 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:41:28.997 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:42:58.902 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 14:43:30.191 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 14:46:05.576 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 14:46:38.685 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:49:15.853 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:49:58.877 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 14:54:39.857 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 14:54:59.026 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:55:40.908 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:57:49.599 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 15:02:14.849 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:02:16.581 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:04:21.156 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:05:14.451 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 15:08:51.641 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:10:56.304 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:12:44.749 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:14:04.824 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 15:24:44.709 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 15:27:06.952 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:27:13.56 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:27:50.125 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:28:34.491 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:29:11.096 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:30:26.464 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:30:48.492 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:33:14.354 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:33:35.039 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:35:09.281 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:35:16.108 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:36:09.223 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:37:11.93 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:40:09.427 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 15:43:01.562 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:43:06.049 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 15:45:26.953 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:45:51.007 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:47:11.349 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 15:47:15.427 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:49:09.255 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 15:52:13.252 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:56:49.174 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 16:01:14.533 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:02:11.666 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 16:02:21.19 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:10:11.267 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 16:10:17.151 - Status: OK
Ser. No.: 6543BF2-X - Date: 2024-02-19 16:15:43.377 - Status: OK
Ser. No.: 4653OK2-X - Date: 2024-02-19 16:16:35.808 - Status: OK
Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:16:48.944 - Status: OK
